scenario,sadness,joy,love,anger,fear,surprise
"the energy transition with the promotion of biomass utilization, wind power and photovoltaics is mainly being implemented in the countryside.",0.0989125669002533,0.2385837584733963,0.023989254608750343,0.3477034568786621,0.26582038402557373,0.02499058097600937
"new acquisition opportunities, including installation, servicing and maintenance of systems, develop villages 3.0.",0.05469527095556259,0.23696283996105194,0.018010582774877548,0.357362300157547,0.3117416799068451,0.021227329969406128
villages and the urban vs. rural structure have so far only rarely been seen in research and innovation.,0.028260549530386925,0.8301501870155334,0.006651603151112795,0.04706756770610809,0.0819481760263443,0.005921917036175728
"under the restrictions of a declining population and the difficult financing of public expenditure, conditions are found in the villages that are also of crucial importance for the post-growth society.",0.061688438057899475,0.2839142084121704,0.02253650315105915,0.40807220339775085,0.2130468636751175,0.010741681791841984
"villages are pilot locations for inexpensive, decentralized sewage systems, small schools with new forms of learning, a mixture of mobile and central health services and care with the support of civil society.",0.0026514846831560135,0.9922654032707214,0.0005414276383817196,0.002308761002495885,0.0012329895980656147,0.0009999381145462394
"the relationship between humans and the cultural landscape and nature is deeply affected by the decline of villages, knowledge about everyday life in rural areas disappeared.",0.041842225939035416,0.498168408870697,0.01728620007634163,0.24322575330734253,0.1873122751712799,0.012165081687271595
villages as pilot locations for the post-growth society require dialogues with citizens about new forms of community.,0.029792051762342453,0.7913793921470642,0.00747649697586894,0.13675549626350403,0.02947322279214859,0.005123281851410866
enduring friendships - be they real or virtual - are increasingly important for both individuals and society.,0.29871904850006104,0.515833854675293,0.017423247918486595,0.12950816750526428,0.030511287972331047,0.008004352450370789
"anyone who maintains and lives long-term friendships not only feels subjectively more satisfied, but also more resilient and anchored in social life.",0.017639996483922005,0.38493290543556213,0.010853152722120285,0.548101007938385,0.029855923727154732,0.008616995066404343
"it is scientifically proven that those who find support in friendships live longer and healthier, are more stress-resistant, self-confident and trustworthy.",0.01842210628092289,0.9114152789115906,0.004578931722790003,0.04120370000600815,0.017339330166578293,0.007040708791464567
people are more likely to resort to advice from friends and no longer see it as a counterpart social contacts are subordinate to partners or relatives. friendships are increasingly becomming the center of everyday life.,0.05137461796402931,0.03356877341866493,0.002166357357054949,0.26877880096435547,0.6377633810043335,0.006348063703626394
"in our individualized society, friendships are replacing positions that were previously filled by the family, by organically grown life contexts and biological relationships.",0.011652398854494095,0.9247096180915833,0.003486821660771966,0.033642303198575974,0.020888332277536392,0.005620515905320644
"since partners and employers change frequently, having one's own family is no longer a matter of course, friendships become one of the “central relay stations of social cohesion.",0.03739979863166809,0.29088082909584045,0.031232649460434914,0.1781637966632843,0.43913063406944275,0.02319222129881382
"there is evidence of the close connection between good friendships, health, life expectancy and demographic development.",0.025884658098220825,0.612422525882721,0.006359737832099199,0.12867513298988342,0.21557073295116425,0.011087191291153431
the state of health of people with close social ties is far better than that of people without social support.,0.08257792890071869,0.16484670341014862,0.01197641622275114,0.5257140398025513,0.20539501309394836,0.009489909745752811
"in the netherlands, friendship programs are designed to protect older women and men from being alone.",0.015378708951175213,0.03547577187418938,0.002387703862041235,0.895893394947052,0.04783798009157181,0.003026497783139348
"web 3.0 and new media, which are used for visual and virtual communication act as drivers for friendship programs.",0.010903897695243359,0.13435229659080505,0.003785360837355256,0.7648221850395203,0.08193372189998627,0.004202566109597683
increasing mobility and the constant availability of virtual social networks led to friendships that are mainly lived in virtual space.,0.014247453771531582,0.007815576158463955,0.0014790322165936232,0.9266292452812195,0.04866401106119156,0.0011646394850686193
the trend towards artificially and naturally enhancing friendships affects numerous fields of research and innovation.,0.7294449210166931,0.015273604542016983,0.002632838673889637,0.24461422860622406,0.005841572768986225,0.00219281786121428
"the health sciences, biomedicine and brain research, are dealing with the positive psychosomatic effects of friendship.",0.015739375725388527,0.06767252832651138,0.004928793292492628,0.43740010261535645,0.46963778138160706,0.004621508531272411
"innovations in the field of architecture and living, which try to respond to the growing importance of friendships, help to maintain friendships.",0.0023531683254987,0.984961986541748,0.0012514039408415556,0.005261849146336317,0.003956642933189869,0.0022150464355945587
the developments in the field of ict (information and communications technology) and new media emphasizes the importance of virtual friendships.,0.0030285553075373173,0.9597387313842773,0.008813460357487202,0.020548639819025993,0.005914588924497366,0.0019559706561267376
"a comparison between oecd countries showed that in the usa, where people are in particularly close contact with their friends, have a more positive basic mood.",0.054445020854473114,0.1101992055773735,0.014006689190864563,0.7517841458320618,0.06068362295627594,0.00888128113001585
"in countries like hungary or japan, where people spend less time with their friends, show signs to have improvable mental health.",0.0361538901925087,0.14424140751361847,0.007531413808465004,0.2347833812236786,0.5695053935050964,0.007784535177052021
"germany is in the middlefield in maintaining friendships, while strengthening them can have a positive effect on the perceived quality of life and the feeling of security of the people.",0.06340207159519196,0.2789340317249298,0.008721019141376019,0.5523488521575928,0.08587369322776794,0.010720303282141685
"the relationship between humans and animals changed: in many cultures animals are no longer perceived and understood as things, but increasingly as closely related to humans.",0.03767804801464081,0.6024847030639648,0.01370699517428875,0.2345922589302063,0.09931325912475586,0.012224813923239708
"animals are understood as intelligent and capable of suffering, and overall as fellow beings, further questions about how humans deal with animals led to further equality between both of them.",0.000674472888931632,0.9970834851264954,0.0006670881994068623,0.000778062327299267,0.00041488598799332976,0.0003821351274382323
"research from biology, cognitive and brain research show that animals have numerous cognitive and social skills that are available to them to an extent that had not been previously attributed.",0.008429090492427349,0.9176563024520874,0.002416457049548626,0.020407067611813545,0.04294419661164284,0.008146988227963448
"keeping pets is a center of life in various social milieus around the world, accompanied by a strong humanization of animals.",0.12079475075006485,0.3042029142379761,0.01097013521939516,0.408498615026474,0.11804637312889099,0.03748723119497299
"animal rights and welfare rank high in values, with climate policy as well as environmental and agricultural research putting argumentative pressure on animal breeding and meat production.",0.080879807472229,0.4071517884731293,0.09774899482727051,0.36921197175979614,0.0370529405772686,0.00795444194227457
agricultural experts doubt that the meat industry in its current state is sustainable enough in view of ecological and demographic challenges.,0.019024891778826714,0.5052958130836487,0.014650420285761356,0.3404344916343689,0.11040040850639343,0.010194092988967896
"vegetarian, vegan and animal welfare movements are more professional and found wide resonance in cultural and ethical discourses and in the media.",0.09235447645187378,0.2148207277059555,0.019858060404658318,0.34668678045272827,0.28799766302108765,0.038282301276922226
leading philosophers deal with the social construction of the human-animal relationship.,0.04435735568404198,0.7972658276557922,0.0038598852697759867,0.14310616254806519,0.005774980410933495,0.005635707173496485
the topic of human-animal conviviality is a transdisciplinary research field that is suitable for a social dialogue process in which research has to play an essential role as a balancing body.,0.01852566748857498,0.07857507467269897,0.0053244237788021564,0.8350978493690491,0.058253273367881775,0.004223670810461044
"alternative solutions for animal use in agriculture and nutrition, such as in-vitro meat or the cultivation of microorganisms in closed reactors as animal feed or food supplements are a standard.",0.06603316217660904,0.05636809021234512,0.01054142415523529,0.7418717741966248,0.12101849913597107,0.0041670729406178
new discourse alliances are redirecting bioeconomy and agricultural research for more stringent control of animal experiments in medicine and behavioral research.,0.052152276039123535,0.33377334475517273,0.014429479837417603,0.3058933913707733,0.2743914723396301,0.019359968602657318
"animal needs, welfare, health and relations are developing into new demand factors for technological innovations and service innovations.",0.3142963647842407,0.19214491546154022,0.023172317072749138,0.30483999848365784,0.148014098405838,0.017532236874103546
"large parts of the german population feels annoyed not only by road and air traffic noise, but also by industrial and neighborhood noise.",0.10080505162477493,0.40395399928092957,0.015136262401938438,0.40384799242019653,0.06036585196852684,0.015890873968601227
"citizens' initiatives against noise are gaining in popularity, and there are increasing media-effective lawsuits against private individuals or municipalities and companies.",0.020495792850852013,0.015310210175812244,0.008200015872716904,0.24580731987953186,0.7035423517227173,0.0066443318501114845
mounting evidence from the scientific community show the harmful effects of noise on health.,0.08648494631052017,0.39399686455726624,0.008687363006174564,0.26524871587753296,0.22183765470981598,0.023744456470012665
the public's call for political measures to reduce noise pollution is becoming increasingly audible.,0.02260461635887623,0.0538601391017437,0.0051617082208395,0.8229929804801941,0.09120272099971771,0.004177731461822987
"politicians are devoting themselves to the environmental problem of noise, not least in response to increasing expectations from the population.",0.0435282401740551,0.5054391622543335,0.008639572188258171,0.2910153269767761,0.14526212215423584,0.006115559488534927
"it is undisputed that noise causes considerable damage to health and increases the risk of numerous diseases, including cardiovascular diseases, tinnitus, cognitive developmental disorders in children and depression.",0.14589634537696838,0.45213422179222107,0.02016982063651085,0.2976243197917938,0.07224957644939423,0.011925669386982918
"according to the who, western europe alone has lost more than a million healthy years of life due to health impairments caused by noise.",0.048346757888793945,0.6760677695274353,0.007166240829974413,0.13328123092651367,0.11791329830884933,0.01722467690706253
there is evidence of harmful effects of industrial noise on wildlife and indications of indirect negative effects of noise on plants.,0.02044721692800522,0.046200040727853775,0.004800977651029825,0.640618085861206,0.2825818955898285,0.005351760424673557
"more and more citizens' initiatives are being founded to protest against noise, and the topic of aircraft noise in particular is attracting a great deal of media attention.",0.042729925364255905,0.6801159977912903,0.004866084083914757,0.21517568826675415,0.049906715750694275,0.00720556266605854
general complaints against noise from municipal facilities or events such as sports or folk festivals are increasing.,0.07879408448934555,0.3603072166442871,0.007354256696999073,0.26485252380371094,0.27411073446273804,0.014581161551177502
"the drivers of the globally increasing noise pollution are widely known: growing urbanization as well as road, air and rail traffic are causing increasing civilization noise.",0.057566653937101364,0.21813079714775085,0.009046399965882301,0.5007538199424744,0.20244798064231873,0.012054339982569218
exposure to noise has another subjective component: whether a noise is perceived as noise depends on personal and economic interests as well as on the individual attitude towards the source of the noise.,0.1287386268377304,0.30767545104026794,0.009084008634090424,0.4546409845352173,0.0902363583445549,0.009624602273106575
"the question of personal contribution to reducing noise pollution in everyday life, for example by taking possible noise pollution into account when purchasing a product, has not yet been answered.",0.10243344306945801,0.2817921042442322,0.017915893346071243,0.4650063216686249,0.11661387979984283,0.01623837649822235
there are gaps in research on dose-effect relationships of noise in diseases such as tinnitus that are becoming more and more common.,0.0657811313867569,0.26198554039001465,0.009477590210735798,0.5238577127456665,0.12209394574165344,0.01680406928062439
"when it comes to noise reduction, relevant research and innovation areas are engineering to reduce industrial and traffic noise.",0.018350740894675255,0.024294761940836906,0.0026199452113360167,0.16814368963241577,0.7831131815910339,0.00347763579338789
noise exposure negatively affect human cognitive abilities: recent studies show a connection between noise exposure and learning and memory disorders in children.,0.037367209792137146,0.4694136083126068,0.006470442283898592,0.33834463357925415,0.14291788637638092,0.005486119072884321
"technical innovations led to an increase in energy and resource consumption instead of savings, due to the rebound effect: a phenomenon that measures to improve energy and resource efficiency have the unintended effect of increased use.",0.06790629774332047,0.06338781118392944,0.005939301569014788,0.7974411249160767,0.06173444911837578,0.0035910012666136026
"sustainability efforts could be undermined by the effect of using more technical measures that make energy consumption more ethical, but are therefore used more widely.",0.0290225762873888,0.5121936202049255,0.008333750069141388,0.20690029859542847,0.22662591934204102,0.016923829913139343
the increase in energy consumption is an indirect result of the technical measures meant to increase efficiency: the demand for products and services increased because they are now more cost-effective.,0.07157377153635025,0.7483972311019897,0.00840031262487173,0.11728138476610184,0.04607706516981125,0.00827018078416586
improvements in efficiency led to an increase in aggregate demand.,0.03605843707919121,0.12257944047451019,0.006340818479657173,0.20177659392356873,0.62045818567276,0.012786519713699818
between 30 percent and over 100 percent of the expected savings through increased efficiency cannot be achieved due to the overall higher use of the technologies.,0.09239877760410309,0.16119757294654846,0.01168091967701912,0.6351127028465271,0.08898867666721344,0.010621367022395134
"the overall higher use of the technologies, even if efficient, has largely not been taken into account in research and energy politics.",0.02263594977557659,0.7561032772064209,0.004272714257240295,0.05391092970967293,0.15090906620025635,0.012168064713478088
"the drivers of rebound effects are researched in more detail: in addition to the factor of increased demand due to falling costs, there are indications of sociological and psychological influencing factors.",0.025065064430236816,0.04849611222743988,0.003095574676990509,0.8486458659172058,0.07166961580514908,0.0030276658944785595
"the overall higher use of the technologies, even if efficient, is the most complex phenomena that can counteract the intentions of innovations in the field of sustainability.",0.023206409066915512,0.5197434425354004,0.0062066176906228065,0.13997279107570648,0.2953658998012543,0.015504938550293446
the interactions between resource consumption and efficiency as well as the rebound effects of new technologies and applications are examined.,0.018000846728682518,0.7989284992218018,0.005080957897007465,0.07023948431015015,0.10141714662313461,0.006333022844046354
innovative approaches to decoupling growth from energy and resource consumption are of great interest.,0.028264163061976433,0.6184795498847961,0.007396099157631397,0.12984609603881836,0.20173826813697815,0.014275767840445042
the change in consumption patterns is decisive for future disposal and possible environmental problems due to the material flows linked to it.,0.017086364328861237,0.08343245834112167,0.004296440631151199,0.3396821916103363,0.5503184795379639,0.00518407067283988
"consumer goods such as clothing, automobiles and insulation materials for residential properties are characterized by an ever-increasing variety of materials and complex material composites.",0.02605426497757435,0.8869743943214417,0.005452773999422789,0.06140361353754997,0.01686389371752739,0.0032510871533304453
"disposal systems are still geared towards less complex materials, making them unable to recycle the variety of today's materials.",0.9383304119110107,0.005815193057060242,0.0015505390474572778,0.022589927539229393,0.029040439054369926,0.002673577982932329
"as a result of corrosion and wear, built-in materials like in buildings, systems, transformers, pipes and cables, set free harmful substances into the environment.",0.012732666917145252,0.012122374959290028,0.003344593569636345,0.9445981979370117,0.024991927668452263,0.0022102196235209703
"the location, distribution, nature and dynamics of negative environmental effects are still only known sporadically.",0.023668406531214714,0.4059838652610779,0.00842871330678463,0.45499810576438904,0.09877181053161621,0.008149132132530212
"consumption patterns only change through a complex interplay, especially between market participants, technological change and governance.",0.03188393637537956,0.34300902485847473,0.01609073579311371,0.47276392579078674,0.13064634799957275,0.005606013350188732
"consumption patterns reflect the preferences of their time, such as mobile communication or reducing the energy consumption of residential buildings.",0.9734255075454712,0.0038884191308170557,0.0018758424557745457,0.007319894153624773,0.011610513553023338,0.0018799087265506387
"infrastructures, products and materials have a lifespan of hundreds of years (e.g. bridges) to two decades (e.g. automobiles) up to a few days (e.g. food packaging).",0.9225633144378662,0.009053139016032219,0.0025841728784143925,0.049267616122961044,0.015177829191088676,0.0013537773629650474
"consumption patterns, such as the changing material composition of goods, and anticipated future environmental problems and raw material requirements created a wideranging sustainable solutionism.",0.058213699609041214,0.40556982159614563,0.013031940907239914,0.26077553629875183,0.24766255915164948,0.014746406115591526
"cars that need to be disposed are mainly made of plastic fences, light metals and electronics that cannot be recovered satisfactorily with conventional shredder technology.",0.060074858367443085,0.7131319046020508,0.01078956201672554,0.17417478561401367,0.0352950319647789,0.006533866282552481
"the effects of past, present and future consumption patterns on disposal of substances into the environment are known entirely.",0.03173207491636276,0.24518261849880219,0.01074918732047081,0.26156672835350037,0.44194820523262024,0.008821262046694756
material dynamics and their future consequences for disposal and the environment are still not sufficiently received by the research and innovation system.,0.02499132603406906,0.7310816645622253,0.0041185119189321995,0.1647765189409256,0.0677274540066719,0.007304411381483078
"there is an increasing need to “defuse” so-called “time bombs” of consumption, such as plastics.",0.005928225349634886,0.96091628074646,0.0169594157487154,0.012076233513653278,0.002986920066177845,0.0011330228298902512
"knowledge of material issues in connection with consumption, their temporal dynamics and environmental relevance is likely to gain importance in densely populated areas.",0.008621173910796642,0.8935842514038086,0.004516498185694218,0.08051295578479767,0.011707562021911144,0.00105760688893497
the resource-poor country germany is committed to sustainable development and re-creates 100% from waste.,0.05974603816866875,0.026939632371068,0.0050180088728666306,0.27713051438331604,0.6215362548828125,0.009629644453525543
the increasing average body weight in western countries has prompted the world health organization (who) to declare a global obesity epidemic.,0.015432133339345455,0.9293583631515503,0.0023200747091323137,0.033041346818208694,0.017526058480143547,0.002321991603821516
"global obesity has led to diverse efforts at various levels of control, all aim to encourage citizens to adopt a weight-reducing lifestyle.",0.01101483590900898,0.16088438034057617,0.003320258343592286,0.7663474678993225,0.05596635118126869,0.0024667216930538416
people are addressing a discourse that divides them into risk groups and encourages them to actively take sides in the conflict over obesity.,0.022431815043091774,0.07502159476280212,0.0066498699598014355,0.2344897836446762,0.6453529596328735,0.016053928062319756
widespread fears are expressed about the health consequences of obesity and its long-term economic costs.,0.06348656862974167,0.4356342554092407,0.008058997802436352,0.41042035818099976,0.07296494394540787,0.009434911422431469
equating weight loss with a health benefit is scientifically controversial: this assumption leads to numerous campaigns and media reports to encourage citizens to lose weight.,0.014406279660761356,0.5739348530769348,0.008646069094538689,0.3893163800239563,0.011181524023413658,0.0025148012209683657
"driven by medicine, nutritional science, health policy, mass media as well as the fitness and beauty industry, cultural norms about non-fat bodies as healthy on the one hand and about fat, disease-prone bodies as deviating on the other hand.",0.18862609565258026,0.10074330121278763,0.004205484874546528,0.5021263360977173,0.19786739349365234,0.006431376561522484
obese bodies are often wrongly interpreted as unaesthetic and an expression of a person's failure to discipline themselves.,0.005899718031287193,0.9802598357200623,0.0025496650487184525,0.006792512722313404,0.0028272108174860477,0.0016710016643628478
health campaigns center the body as an object of consumption and a symbol of performance.,0.07976903021335602,0.18047870695590973,0.009600883349776268,0.40637800097465515,0.30757102370262146,0.016202380880713463
"stigmatization and discrimination against fat people intensified, which also plays a role in a growing number of psychological problems with regard to eating, exercise and sport.",0.012324092909693718,0.851667046546936,0.006754308007657528,0.08830906450748444,0.03525913134217262,0.005686454940587282
"the social controversy over the ""obesity epidemic"" provokes active political support.",0.04909081384539604,0.13900870084762573,0.016637081280350685,0.22561831772327423,0.5516136288642883,0.018031468614935875
"research is looking for medical, surgical and pharmacological solutions to the obesity problem, but also for nutrition and exercise.",0.08711732923984528,0.3561994433403015,0.014441478066146374,0.41544613242149353,0.11811237037181854,0.008683259598910809
mixed-reality video games offer playful opportunities for intervention and light sports.,0.04532888904213905,0.0042357780039310455,0.0015028597554191947,0.9455870389938354,0.002764799166470766,0.0005806448170915246
"technical and media options for self-monitoring, self-measurement and self-discipline for public health-enhancement are part of the portfolio of activities in research and innovation.",0.007647346705198288,0.9372617602348328,0.015621349215507507,0.03352181613445282,0.005044099874794483,0.0009037239942699671
"exercise concepts bring together urban planning, mobility and traffic engineering in order to challenge physical movement.",0.07485812902450562,0.737750232219696,0.007747011259198189,0.10237631946802139,0.06922351568937302,0.008044715039432049
the overall pressure on research and innovation increases mainly in terms of health applications.,0.004370822571218014,0.005065866746008396,0.0006320353713817894,0.017862843349575996,0.9660841226577759,0.005984296556562185
the increase of personal nutrition and exercise skills support the tasks of health education.,0.09313875436782837,0.25429031252861023,0.007429101038724184,0.25057023763656616,0.3839941918849945,0.010577342472970486
"psychology, therapy and media educational formats are increasingly providing differentiated offers to increase public health.",0.007266620639711618,0.9521489143371582,0.005317353643476963,0.02899247221648693,0.003292699344456196,0.0029820173513144255
beauty and youthfulness are increasingly becoming a duty to all people.,0.05539938434958458,0.14851783215999603,0.011049571447074413,0.614924430847168,0.1628403216600418,0.007268463261425495
"physical and mental performance, an attractive appearance and a winning demeanor are becoming more relevant for social recognition and professional success.",0.037817224860191345,0.6891170144081116,0.01057685911655426,0.19193841516971588,0.061417147517204285,0.009133335202932358
attractive people receive higher salaries than less attractive people.,0.0346127450466156,0.5098429918289185,0.008301815018057823,0.291144996881485,0.12369290739297867,0.032404590398073196
more people feel under pressure to meet social expectations and begin to shape themselves externally and internally.,0.06980142742395401,0.05708053335547447,0.004157681949436665,0.14997446537017822,0.7136277556419373,0.005358103662729263
"resilience, flexibility, willingness to perform, creativity and a confident demeanor are just some of the requirements that are explicitly required in today's job advertisements.",0.01837225630879402,0.026165511459112167,0.002720553195104003,0.5050210356712341,0.44373685121536255,0.003983853384852409
not everyone can withstand the beauty standards and expectations and the actual demands of professional reality.,0.05847177654504776,0.21632415056228638,0.006453989539295435,0.22046613693237305,0.4844997823238373,0.013784126378595829
"latest findings in medical research, advances in neuroscience and in the field of information and communication technologies are increasingly expanding the spectrum of possible measures to improve physical and mental health.",0.019981468096375465,0.9528814554214478,0.0017847366398200393,0.012176159769296646,0.010919000953435898,0.002257180865854025
doctors from various disciplines offer services that go beyond curative medicine and aim to increase the overall beauty and youthfullness of their patients.,0.1086864098906517,0.3281937837600708,0.010903138667345047,0.15941020846366882,0.37236085534095764,0.02044549025595188
doctors from various disciplines are aiming less at health than at increasing performance and attractiveness.,0.0329243503510952,0.8686471581459045,0.00722849927842617,0.05415748432278633,0.03314248472452164,0.0039000778924673796
cosmetic surgery continues to be a booming market.,0.03180505335330963,0.7970361709594727,0.0058631873689591885,0.053267188370227814,0.10555696487426758,0.006471381522715092
"the tendency of getting wrinkle treatments with injections is increasing, especially in men.",0.041428904980421066,0.2731954753398895,0.010497518815100193,0.2730937898159027,0.3847309648990631,0.01705329306423664
improving mental performance through substitutes is increasingly relevant.,0.014714590273797512,0.05824374780058861,0.0044699725694954395,0.8244315385818481,0.09432266652584076,0.003817525925114751
"the consumption of brain food, freely available stimulants, and prescription psychotropic drugs, are the range of options to temporarily increase the cognitive performance.",0.10577834397554398,0.4281976521015167,0.016531720757484436,0.35088860988616943,0.09208662062883377,0.0065170228481292725
the knowledge and education about long-term psychological and physical side effects of brain stimulants – prescriptive or freely available – is still insufficiently widespread.,0.08069531619548798,0.6517323851585388,0.009364645928144455,0.15801942348480225,0.08974560350179672,0.010442599654197693
"new trends in psychological self-conditioning are emerging, ranging from techniques to self-optimize to the use of technical applications.",0.12226670235395432,0.2768249213695526,0.008687781170010567,0.25719574093818665,0.32223618030548096,0.012788650579750538
"scientific knowledge increasingly tries to use classic methods such as meditation, to self-optimize.",0.056867118924856186,0.23554494976997375,0.008276590146124363,0.3913680613040924,0.30129656195640564,0.006646673195064068
"various self-monitoring technologies are used, such as medical health applications.",0.05025283619761467,0.40865567326545715,0.009748692624270916,0.263994425535202,0.2564789950847626,0.010869366116821766
collected health data is publicly accessible via social networks.,0.07176941633224487,0.24795259535312653,0.012770285829901695,0.37419259548187256,0.28402087092399597,0.009294147603213787
"optimizing mental performance leads to better professional results on the one hand, but can also lead to health problems such as burnout on the other hand.",0.026582354679703712,0.2520868182182312,0.009958124719560146,0.604891300201416,0.0950227901339531,0.011458656750619411
questions of preventive occupational health and safety have a high priority in the context of optimizing mental performance.,0.05485625937581062,0.27865922451019287,0.008991695940494537,0.5040999054908752,0.14634132385253906,0.007051664404571056
"the knowledge society places very high demands on its members, requiring the optimization of mental performance.",0.09981036931276321,0.5254876017570496,0.011934434063732624,0.209554061293602,0.13730725646018982,0.015906326472759247
people see themselves forced to increase their mental capacity with artificial measures in order to be able to keep up with the competition of the knowledge society.,0.07740464061498642,0.6141255497932434,0.010466031730175018,0.1591300666332245,0.12869484722614288,0.010178815573453903
"dealing with dying and death is ambivalent: dying and death are either being pushed out of public life, altough every second person in germany has already thought about their own death.",0.029967261478304863,0.49857470393180847,0.011635076254606247,0.40180695056915283,0.05147991701960564,0.006536063272505999
"the majority of people wish for a sudden, unexpected and pain-free death in a familiar environment and with close friends and relatives.",0.011814194731414318,0.796449601650238,0.004173652734607458,0.044398218393325806,0.12230317294597626,0.020861193537712097
"most people today still die in institutions such as nursing homes or hospitals, altough they wish to to be in a familiar environment.",0.03486500307917595,0.13506165146827698,0.006969187408685684,0.6626741886138916,0.15217238664627075,0.00825765822082758
"developing a dignified culture of death is a social challenge that not only nursing homes or hospitals have to face, but also the society as a whole.",0.05938759818673134,0.19388318061828613,0.009457726962864399,0.39266568422317505,0.3187708556652069,0.025834962725639343
"dying is still determined by cultural, religious and social conditions, more than personal wishes.",0.03173326700925827,0.6983464956283569,0.008265378884971142,0.17672103643417358,0.07419916987419128,0.010734634473919868
"demographic change, the longevity of society, but also developments in intensive care medicine influence death.",0.09540461748838425,0.13329751789569855,0.011499164626002312,0.6281295418739319,0.1222890317440033,0.009380069561302662
"the goal of modern medicine - to prevent dying and to prolonging life - appears to be in contradiction to pain-relieving, ""more acceptable"" palliative treatment.",0.007970401085913181,0.9320765733718872,0.003560043638572097,0.025316763669252396,0.027821609750390053,0.003254628973081708
"most citizens in germany have drawn up an advance directive, mainly because of fear of medical oversupply.",0.0572434738278389,0.5472957491874695,0.007435292936861515,0.27626127004623413,0.09764980524778366,0.01411451492458582
the number of people planning such an advance directive is increasing steadily.,0.14179646968841553,0.5633202195167542,0.009128392674028873,0.25932544469833374,0.022837957367300987,0.0035915528424084187
the discussions about active and passive euthanasia are the urgent questions of modern medicine and ethics.,0.02620859257876873,0.7404918670654297,0.003965754061937332,0.18217764794826508,0.04281001538038254,0.004346166271716356
"passive euthanasia raises besides ethical, also social design questions: how can the danger of medical over- or undersupply at the end of life be countered?",0.08419859409332275,0.36404961347579956,0.023889370262622833,0.3527367115020752,0.15296539664268494,0.022160155698657036
pressure on thoughts about 'renouncing life' for economic reasons continue to grow.,0.030693743377923965,0.7448115348815918,0.0054951803758740425,0.0998697355389595,0.10502525418996811,0.014104488305747509
"alternative concepts for the dying process, such as palliative medicine or active and passive euthanasia are implemented in the medical law.",0.010086705908179283,0.9389755725860596,0.0023828360717743635,0.019789231941103935,0.026052892208099365,0.0027127652429044247
health and care structures are adapted to meet people's frequent requests for a humane death within their own four walls.,0.01709865592420101,0.02346366085112095,0.0037028745282441378,0.8665347099304199,0.08644974231719971,0.0027503021992743015
"new processes about how to handle a person's digital data, crypto, health data and more after their death are implemented.",0.050612665712833405,0.22536315023899078,0.014893285930156708,0.47818154096603394,0.20599696040153503,0.024952374398708344
the basic right to informational self-determination and the general right of personality form the basis for the regulation of digital property after the death of a person.,0.2124360352754593,0.029499154537916183,0.0035386732779443264,0.2657161355018616,0.48130571842193604,0.0075043789111077785
legal conflicts between heirs and providers of internet platforms have arisen.,0.006581566296517849,0.005862934980541468,0.0016115298494696617,0.17977038025856018,0.7989739179611206,0.007199640851467848
"relatives can receive access to the digital goods of the deceased, but this can be denied if they do not have digital access keys.",0.06534464657306671,0.45299649238586426,0.021879881620407104,0.248227059841156,0.1992608606815338,0.012291038408875465
"the concept of property in a digitized society focuses on virtual goods and thus, must be declared.",0.09571973234415054,0.26508545875549316,0.01352235209196806,0.2764609158039093,0.3275892734527588,0.021622326225042343
"to regulate digital estate, a distinction must be made between private property and business property.",0.06980706751346588,0.5240786075592041,0.007290564943104982,0.28620633482933044,0.0972556471824646,0.015361770987510681
"private digital estate includes photos, e-mails, video and audio data and online profiles as well as crypto currencies and personal cloud infrastructures.",0.012007364071905613,0.05528285354375839,0.0034346666652709246,0.6543624401092529,0.26976028084754944,0.00515240291133523
business digital estate is customer data that has been owned by the person who passed away. the data stocks are increasingly of ideal and material value even after death.,0.08045750856399536,0.17649829387664795,0.008103466592729092,0.40304699540138245,0.3227927088737488,0.009101037867367268
"access to digital electronic accounts and insurances for relatives can be existential, therefore, a digital access key needs to be passed on.",0.025668397545814514,0.04469319432973862,0.00788001250475645,0.4000648260116577,0.5058795809745789,0.015813959762454033
there are hardly any binding rules on how to deal with a person's digital estate after their death.,0.0030454574152827263,0.003442261600866914,0.0007185233989730477,0.9294807314872742,0.062247056514024734,0.0010659464169293642
the right to close a digital account after the death of a person is handled by the providers of the digital infrastructure.,0.017307134345173836,0.8606913089752197,0.004371523857116699,0.08563558012247086,0.027572330087423325,0.0044221472926437855
the contracts with digital service providers automatically expire with the death of the contractor.,0.06656596064567566,0.2571730315685272,0.012675857171416283,0.5050276517868042,0.14679555594921112,0.011761954054236412
a comprehensive range of digital services for managing the digital estate of death contractors is being developed as a business model and legally checked.,0.007035373244434595,0.9501981735229492,0.004028801806271076,0.022486329078674316,0.01408514566719532,0.0021662283688783646
digital property and inheritance still lacks regulations.,0.012355290353298187,0.949781596660614,0.0031124784145504236,0.016025662422180176,0.016810283064842224,0.0019146213307976723
the death of a data owner can be a barrier to innovation if a person death means the operator's denial of access.,0.018810665234923363,0.06813891232013702,0.0048101069405674934,0.13904935121536255,0.7609102725982666,0.008280656300485134
"the death of a data owner can be a barrier to innovation if the information available can no longer be used by the heirs, thus restricting the transfer of knowledge.",0.01930229552090168,0.10767507553100586,0.01585831306874752,0.6401004791259766,0.20715385675430298,0.009909901767969131
services for the management of digital assets of deceased people are gaining importance.,0.11225087940692902,0.19615401327610016,0.01086764968931675,0.3888598680496216,0.2757917046546936,0.0160758588463068
